"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V440","2020-02-15 00:00:00","27.000","302.000","0.800","23.300","0.870","1013.000","","0.000","-99.000","-99.000","-99.000","29.300","","20.000",""
"C0R490","2020-02-15 00:00:00","49.000","52.000","0.600","23.900","0.900","1010.400","","0.000","-99.000","-99.000","-99.000","28.800","","19.800",""
"C0B010","2020-02-15 00:00:00","38.000","94.000","3.000","18.900","0.970","1011.800","","0.000","-99.000","-99.000","-99.000","24.700","","17.100",""
"C0X230","2020-02-15 00:00:00","29.000","359.000","1.500","20.400","0.920","1014.800","","0.000","-99.000","-99.000","-99.000","28.700","","20.100",""
"C0S770","2020-02-15 00:00:00","375.000","255.000","0.900","20.700","0.960","975.000","","4.000","-99.000","-99.000","-99.000","27.300","","16.800",""
"C0H890","2020-02-15 00:00:00","440.000","0.000","0.000","18.200","0.940","967.100","","0.000","-99.000","-99.000","-99.000","27.600","","15.700",""
"C0K480","2020-02-15 00:00:00","56.000","104.000","0.900","21.000","0.990","1010.500","","0.000","-99.000","-99.000","-99.000","27.400","","19.000",""
"C0Z160","2020-02-15 00:00:00","124.000","353.000","1.500","21.400","0.940","1004.100","","0.000","-99.000","-99.000","-99.000","28.200","","19.100",""
"C0AH50","2020-02-15 00:00:00","275.000","344.000","0.700","16.800","0.990","986.900","","0.000","-99.000","-99.000","-99.000","23.300","","11.300",""
"C0F850","2020-02-15 00:00:00","379.000","0.000","0.000","19.500","0.880","974.100","","0.000","-99.000","-99.000","-99.000","26.800","","15.700",""
"C0G800","2020-02-15 00:00:00","15.000","21.000","2.200","20.700","0.990","1015.400","","1.000","-99.000","-99.000","-99.000","27.600","","18.800",""
"C0U890","2020-02-15 00:00:00","116.000","0.000","0.200","21.000","0.990","1005.600","","0.000","-99.000","-99.000","-99.000","24.800","","19.500",""
"C0F860","2020-02-15 00:00:00","2215.000","203.000","1.300","11.300","1.000","784.400","","0.000","-99.000","-99.000","-99.000","17.400","","9.300",""
"CM0170","2020-02-15 00:00:00","106.000","52.000","1.600","20.800","0.990","1006.000","","0.000","-99.000","-99.000","-99.000","26.400","","18.100",""
"C0B020","2020-02-15 00:00:00","86.000","327.000","1.800","17.300","1.000","1007.300","","0.000","-99.000","-99.000","-99.000","27.500","","17.100",""
"C0I390","2020-02-15 00:00:00","1184.000","101.000","1.100","14.800","0.990","890.100","","0.000","-99.000","-99.000","-99.000","24.100","","11.800",""
"C0T9D0","2020-02-15 00:00:00","7.000","37.000","0.800","22.000","0.970","1017.600","","0.500","-99.000","-99.000","-99.000","27.300","","19.500",""
"C0E520","2020-02-15 00:00:00","320.000","0.000","0.100","17.800","1.000","982.300","","0.000","-99.000","-99.000","-99.000","28.500","","13.900",""
"C0U940","2020-02-15 00:00:00","25.000","87.000","0.600","20.200","0.990","1016.000","","0.000","-99.000","-99.000","-99.000","26.600","","19.500",""
"C0A860","2020-02-15 00:00:00","362.000","16.000","0.300","16.800","1.000","976.700","","0.000","-99.000","-99.000","-99.000","24.600","","16.200",""
"C0I480","2020-02-15 00:00:00","2165.000","0.000","0.200","9.400","0.950","792.300","","0.000","-99.000","-99.000","-99.000","17.500","","6.900",""
"C0G910","2020-02-15 00:00:00","42.000","351.000","2.600","21.200","0.920","1013.000","","0.000","-99.000","-99.000","-99.000","28.000","","19.400",""
"C0X080","2020-02-15 00:00:00","2.000","24.000","0.900","20.200","0.970","1016.400","","0.000","-99.000","-99.000","-99.000","29.700","","18.900",""
"C0AH00","2020-02-15 00:00:00","38.000","93.000","0.500","19.000","1.000","1013.800","","0.500","-99.000","-99.000","-99.000","25.700","","17.300",""
"C0V700","2020-02-15 00:00:00","24.000","14.000","1.600","24.500","0.870","1013.000","","0.000","-99.000","-99.000","-99.000","27.800","","22.100",""
"C0AD00","2020-02-15 00:00:00","86.000","89.000","0.300","18.800","0.950","1009.300","","0.000","-99.000","-99.000","-99.000","24.200","","18.300",""
"C0O900","2020-02-15 00:00:00","9.000","0.000","0.000","21.400","0.990","1015.800","","0.000","-99.000","-99.000","-99.000","30.000","","20.100",""
"C0R570","2020-02-15 00:00:00","37.000","9.000","1.000","23.600","0.890","1011.200","","0.000","-99.000","-99.000","-99.000","28.800","","19.800",""
"C0AG90","2020-02-15 00:00:00","25.000","0.000","0.000","19.800","0.920","1016.200","","0.500","-99.000","-99.000","-99.000","27.700","","18.300",""
"C0V760","2020-02-15 00:00:00","30.000","25.000","1.400","23.100","1.000","1013.600","","1.000","-99.000","-99.000","-99.000","30.400","","21.100",""
"C0T9I0","2020-02-15 00:00:00","152.000","0.000","0.000","21.500","0.910","1000.700","","0.000","-99.000","-99.000","-99.000","26.200","","19.900",""
"C0O980","2020-02-15 00:00:00","18.000","0.000","0.000","20.900","0.990","1015.800","","0.000","-99.000","-99.000","-99.000","30.600","","19.100",""
"C0R270","2020-02-15 00:00:00","51.000","140.000","2.700","24.500","1.000","1009.500","","0.000","-99.000","-99.000","-99.000","29.300","","20.500",""
"C0T9H0","2020-02-15 00:00:00","725.000","256.000","2.600","18.900","0.990","936.900","","0.000","-99.000","-99.000","-99.000","25.500","","17.300",""
"C0A660","2020-02-15 00:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A890","2020-02-15 00:00:00","40.000","0.000","0.000","-99.000","0.930","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0O840","2020-02-15 00:00:00","134.000","62.000","0.800","21.200","1.000","999.700","","5.000","-99.000","-99.000","-99.000","28.300","","19.800",""
"C0R530","2020-02-15 00:00:00","16.000","66.000","1.900","23.700","0.740","1014.500","","0.000","-99.000","-99.000","-99.000","27.200","","19.400",""
"C0G870","2020-02-15 00:00:00","12.000","5.000","1.900","21.100","0.920","1016.900","","0.000","-99.000","-99.000","-99.000","26.500","","19.200",""
"C0M820","2020-02-15 00:00:00","980.000","44.000","1.100","16.600","0.870","909.800","","0.500","-99.000","-99.000","-99.000","23.800","","13.900",""
"C0F9S0","2020-02-15 00:00:00","43.000","348.000","0.800","22.300","0.800","1012.400","","0.000","-99.000","-99.000","-99.000","28.300","","20.100",""
"C0R160","2020-02-15 00:00:00","45.000","17.000","0.500","22.900","0.990","1010.800","","0.000","-99.000","-99.000","-99.000","28.800","","19.100",""
"C0A950","2020-02-15 00:00:00","60.000","277.000","6.900","17.300","0.990","1011.700","","0.000","-99.000","-99.000","-99.000","21.300","","17.300",""
"C0F9L0","2020-02-15 00:00:00","253.000","5.000","1.400","20.000","0.910","988.200","","0.000","-99.000","-99.000","-99.000","27.300","","17.600",""
"C0R550","2020-02-15 00:00:00","38.000","65.000","1.400","21.700","0.900","1012.900","","0.000","-99.000","-99.000","-99.000","28.800","","18.900",""
"C0U720","2020-02-15 00:00:00","1260.000","307.000","1.000","15.200","1.000","891.200","","0.000","-99.000","-99.000","-99.000","21.100","","12.500",""
"C0W140","2020-02-15 00:00:00","21.000","98.000","2.400","16.700","0.940","1016.100","","7.000","-99.000","-99.000","-99.000","18.800","","15.900",""
"C0G660","2020-02-15 00:00:00","27.000","354.000","1.900","21.200","0.930","1015.700","","0.000","-99.000","-99.000","-99.000","29.300","","19.400",""
"C0E750","2020-02-15 00:00:00","62.000","49.000","0.900","18.900","0.930","1012.000","","0.000","-99.000","-99.000","-99.000","26.700","","17.500",""
"C0U520","2020-02-15 00:00:00","517.000","242.000","1.200","16.800","0.990","961.600","","0.000","-99.000","-99.000","-99.000","23.900","","16.600",""
"C0T9G0","2020-02-15 00:00:00","605.000","0.000","0.000","19.100","1.000","951.100","","0.000","-99.000","-99.000","-99.000","26.300","","17.700",""
"C0S700","2020-02-15 00:00:00","507.000","216.000","0.500","19.800","0.940","961.600","","0.000","-99.000","-99.000","-99.000","27.100","","17.500",""
"C0Z310","2020-02-15 00:00:00","59.000","352.000","0.800","22.000","0.990","1011.100","","0.000","-99.000","-99.000","-99.000","26.000","","20.000",""
"C0V610","2020-02-15 00:00:00","22.000","57.000","1.100","22.700","0.930","1014.000","","2.000","-99.000","-99.000","-99.000","28.300","","21.500",""
"C0E610","2020-02-15 00:00:00","850.000","0.000","0.000","17.200","0.910","923.600","","0.000","-99.000","-99.000","-99.000","23.400","","15.900",""
"C0R280","2020-02-15 00:00:00","242.000","0.000","0.100","21.600","0.990","989.900","","1.000","-99.000","-99.000","-99.000","26.000","","18.400",""
"C0V450","2020-02-15 00:00:00","51.000","173.000","1.000","24.100","0.990","1010.300","","0.000","-99.000","-99.000","-99.000","28.500","","18.600",""
"C0M720","2020-02-15 00:00:00","225.000","0.000","0.000","20.600","0.970","991.100","","1.000","-99.000","-99.000","-99.000","26.800","","18.500",""
"C0AD10","2020-02-15 00:00:00","27.000","19.000","0.700","18.200","1.000","1015.500","","0.000","-99.000","-99.000","-99.000","21.300","","17.600",""
"C0Z180","2020-02-15 00:00:00","34.000","26.000","2.500","23.000","0.880","1013.400","","0.000","-99.000","-99.000","-99.000","25.500","","20.600",""
"C0K420","2020-02-15 00:00:00","42.000","34.000","1.300","20.100","0.950","1012.300","","2.000","-99.000","-99.000","-99.000","28.100","","19.000",""
"C0D540","2020-02-15 00:00:00","227.000","54.000","0.600","17.700","0.960","993.100","","0.000","-99.000","-99.000","-99.000","28.100","","16.100",""
"C0Z330","2020-02-15 00:00:00","488.000","224.000","1.200","20.300","0.990","964.000","","0.000","-99.000","-99.000","-99.000","27.800","","17.300",""
"C0R580","2020-02-15 00:00:00","10.000","101.000","1.200","23.200","0.880","1015.200","","0.000","-99.000","-99.000","-99.000","27.600","","19.800",""
"C0S810","2020-02-15 00:00:00","65.000","219.000","1.800","23.700","0.930","1012.100","","3.000","-99.000","-99.000","-99.000","29.200","","19.500",""
"C0V820","2020-02-15 00:00:00","441.000","0.000","0.000","19.800","0.990","969.400","","5.000","-99.000","-99.000","-99.000","28.500","","15.400",""
"C0K490","2020-02-15 00:00:00","91.000","0.000","0.000","20.900","0.930","1006.200","","0.000","-99.000","-99.000","-99.000","27.500","","18.300",""
"C0SA20","2020-02-15 00:00:00","857.000","225.000","3.300","17.800","1.000","922.600","","0.500","-99.000","-99.000","-99.000","23.500","","16.400",""
"CM0140","2020-02-15 00:00:00","26.000","247.000","2.500","25.100","0.810","1014.200","","0.500","-99.000","-99.000","-99.000","27.300","","20.900",""
"C0AC80","2020-02-15 00:00:00","40.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M810","2020-02-15 00:00:00","1354.000","148.000","0.300","15.500","0.990","869.800","","0.500","-99.000","-99.000","-99.000","22.100","","13.600",""
"C0I360","2020-02-15 00:00:00","300.000","111.000","0.800","19.900","0.860","982.200","","0.000","-99.000","-99.000","-99.000","26.100","","17.600",""
"C0C620","2020-02-15 00:00:00","19.000","40.000","0.600","18.700","0.960","1015.600","","0.000","-99.000","-99.000","-99.000","24.300","","16.900",""
"C0M850","2020-02-15 00:00:00","695.000","0.000","0.000","19.100","0.990","938.700","","4.500","-99.000","-99.000","-99.000","27.900","","17.200",""
"C0UA20","2020-02-15 00:00:00","2619.000","206.000","5.700","6.800","0.980","-99.000","","0.500","-99.000","-99.000","-99.000","12.100","","4.600",""
"C0F9V0","2020-02-15 00:00:00","525.000","187.000","1.200","19.500","0.890","957.800","","0.000","-99.000","-99.000","-99.000","26.300","","16.400",""
"C0T900","2020-02-15 00:00:00","160.000","0.000","0.000","20.300","0.880","997.700","","0.000","-99.000","-99.000","-99.000","27.900","","18.300",""
"C0K440","2020-02-15 00:00:00","35.000","350.000","1.800","20.200","0.990","1013.400","","1.000","-99.000","-99.000","-99.000","27.700","","19.000",""
"C0Z250","2020-02-15 00:00:00","1124.000","300.000","1.000","16.100","0.990","893.900","","0.000","-99.000","-99.000","-99.000","23.100","","13.800",""
"C0F0A0","2020-02-15 00:00:00","3587.000","190.000","4.400","2.200","0.820","664.900","","8.000","10.200","188.000","","4.300","","0.800",""
"C0G860","2020-02-15 00:00:00","45.000","343.000","0.600","21.800","0.930","1010.800","","0.000","-99.000","-99.000","-99.000","28.600","","19.800",""
"C0V790","2020-02-15 00:00:00","410.000","35.000","1.100","21.000","0.970","969.700","","11.000","-99.000","-99.000","-99.000","29.400","","17.400",""
"C0V740","2020-02-15 00:00:00","60.000","352.000","0.700","22.700","1.000","1010.900","","0.000","-99.000","-99.000","-99.000","29.400","","18.400",""
"C0Z200","2020-02-15 00:00:00","153.000","0.000","0.000","20.600","0.990","1000.800","","0.000","-99.000","-99.000","-99.000","27.100","","19.100",""
"C0K520","2020-02-15 00:00:00","10.000","3.000","1.200","20.500","0.910","1014.900","","0.000","-99.000","-99.000","-99.000","28.000","","20.100",""
"C0X250","2020-02-15 00:00:00","33.000","7.000","1.600","21.400","0.930","1013.100","","0.000","-99.000","-99.000","-99.000","28.700","","20.500",""
"C0S940","2020-02-15 00:00:00","150.000","326.000","0.600","23.200","0.840","999.300","","0.000","-99.000","-99.000","-99.000","28.500","","20.900",""
"CM0110","2020-02-15 00:00:00","7.000","25.000","3.700","20.600","0.850","1016.900","","-99.000","-99.000","-99.000","-99.000","25.800","","19.400",""
"C0A970","2020-02-15 00:00:00","96.000","336.000","6.500","16.700","0.990","1007.800","","0.000","-99.000","-99.000","-99.000","23.100","","16.700",""
"C0C460","2020-02-15 00:00:00","482.000","0.000","0.000","16.900","0.970","964.100","","0.500","-99.000","-99.000","-99.000","25.800","","16.400",""
"C0AI40","2020-02-15 00:00:00","37.000","0.000","0.200","19.200","0.870","1014.900","","0.000","-99.000","-99.000","-99.000","27.300","","18.600",""
"C0O930","2020-02-15 00:00:00","69.000","77.000","0.300","21.400","1.000","1009.900","","5.000","-99.000","-99.000","-99.000","31.900","","17.000",""
"C0T870","2020-02-15 00:00:00","135.000","0.000","0.200","20.400","0.980","1001.800","","0.000","-99.000","-99.000","-99.000","26.000","","16.400",""
"C0A920","2020-02-15 00:00:00","196.000","0.000","0.200","17.000","1.000","995.300","","0.000","-99.000","-99.000","-99.000","23.700","","16.900",""
"C0A940","2020-02-15 00:00:00","49.000","0.000","0.000","18.100","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","21.600","","16.700",""
"C0S740","2020-02-15 00:00:00","289.000","258.000","1.300","21.800","0.920","985.800","","0.000","-99.000","-99.000","-99.000","27.600","","16.100",""
"C0U980","2020-02-15 00:00:00","573.000","290.000","5.500","15.900","1.000","953.900","","0.000","-99.000","-99.000","-99.000","21.400","","15.500",""
"C0V250","2020-02-15 00:00:00","298.000","96.000","0.500","20.000","0.990","983.000","","1.500","-99.000","-99.000","-99.000","29.900","","15.300",""
"C0AH70","2020-02-15 00:00:00","34.000","295.000","1.200","19.600","0.800","1015.300","","1.000","-99.000","-99.000","-99.000","27.300","","18.800",""
"C0M760","2020-02-15 00:00:00","40.000","36.000","0.800","21.400","0.910","1012.500","","0.500","-99.000","-99.000","-99.000","28.700","","20.100",""
"C0O950","2020-02-15 00:00:00","4.000","341.000","0.400","21.300","0.950","1015.500","","0.000","-99.000","-99.000","-99.000","29.800","","19.800",""
"C0F9A0","2020-02-15 00:00:00","425.000","93.000","1.700","20.100","0.890","968.800","","0.000","-99.000","-99.000","-99.000","27.100","","18.900",""
"C0A9F0","2020-02-15 00:00:00","35.000","0.000","0.000","19.700","0.900","1015.200","","0.500","-99.000","-99.000","-99.000","27.400","","18.100",""
"C0I460","2020-02-15 00:00:00","110.000","187.000","1.100","21.700","0.860","1004.800","","0.000","-99.000","-99.000","-99.000","28.400","","18.600",""
"C0W160","2020-02-15 00:00:00","49.000","83.000","5.300","14.400","0.990","1009.200","","2.500","-99.000","-99.000","-99.000","17.200","","14.200",""
"C0E420","2020-02-15 00:00:00","19.000","38.000","1.600","18.700","0.900","1014.200","","0.000","-99.000","-99.000","-99.000","24.600","","16.800",""
"C0R190","2020-02-15 00:00:00","32.000","160.000","1.000","22.100","0.990","1012.200","","0.000","-99.000","-99.000","-99.000","29.900","","17.600",""
"C0I010","2020-02-15 00:00:00","1562.000","131.000","1.200","14.800","0.760","852.100","","0.000","-99.000","-99.000","-99.000","22.700","","11.900",""
"C0F930","2020-02-15 00:00:00","100.000","352.000","0.900","20.200","1.000","1005.800","","0.000","-99.000","-99.000","-99.000","28.400","","17.300",""
"C0X180","2020-02-15 00:00:00","62.000","0.000","0.000","21.600","0.990","1009.200","","2.000","-99.000","-99.000","-99.000","29.600","","20.000",""
"C0ACA0","2020-02-15 00:00:00","25.000","311.000","0.500","18.800","0.970","1015.000","","0.000","-99.000","-99.000","-99.000","26.600","","18.400",""
"C0X260","2020-02-15 00:00:00","39.000","356.000","1.400","20.900","0.950","1012.900","","0.000","-99.000","-99.000","-99.000","28.300","","20.400",""
"C0K500","2020-02-15 00:00:00","12.000","351.000","2.000","20.500","0.980","1014.400","","0.000","-99.000","-99.000","-99.000","27.800","","20.000",""
"CM0010","2020-02-15 00:00:00","68.000","308.000","0.400","19.300","0.860","1011.200","","0.500","-99.000","-99.000","-99.000","26.200","","17.200",""
"C0O990","2020-02-15 00:00:00","18.000","0.000","0.000","21.300","0.990","1014.300","","0.000","-99.000","-99.000","-99.000","29.100","","18.300",""
"C0E430","2020-02-15 00:00:00","258.000","0.000","0.000","18.200","0.930","991.800","","0.000","-99.000","-99.000","-99.000","26.700","","15.800",""
"C0D390","2020-02-15 00:00:00","146.000","0.000","0.000","18.200","0.950","1000.100","","0.500","-99.000","-99.000","-99.000","28.800","","16.200",""
"C0T9F0","2020-02-15 00:00:00","251.000","46.000","0.300","21.100","0.920","988.600","","0.000","-99.000","-99.000","-99.000","27.300","","19.600",""
"C0R350","2020-02-15 00:00:00","35.000","110.000","1.800","25.200","0.890","1012.800","","0.000","-99.000","-99.000","-99.000","29.200","","19.200",""
"C0K550","2020-02-15 00:00:00","15.000","0.000","0.000","20.500","0.910","1015.500","","0.000","-99.000","-99.000","-99.000","28.200","","20.400",""
"C0C670","2020-02-15 00:00:00","250.000","340.000","0.400","16.800","0.970","990.100","","0.000","-99.000","-99.000","-99.000","24.600","","16.000",""
